,Date,Time,CMP10_GHI_Avg,CMP10_DHI_Avg,CHP1_DNI_Avg,Tilt,T2,T3,T1,T4,Flow,Efficiency,Clearness,Incidence Angle,ZenDeg,AzDeg
104,2023-02-02,10:44:00,671.2118,177.3973,815.7874,918.4322033898305,80.69067796610169,77.14406779661017,24.08050847457627,27.06779661016949,1.12,0.47624863150673036,0.8312774524355574,34.81271843530707,54.53,144.3
105,2023-02-02,10:45:00,673.0217,162.2671,839.3352,804.0593220338984,80.09745762711864,78.20338983050847,23.822033898305083,27.1864406779661,1.12,0.2905327487429025,0.8258411999229013,34.60610477216747,54.41,144.5
106,2023-02-02,10:46:00,666.5479,151.7072,843.3591,916.6966101694915,83.19491525423729,78.4322033898305,24.076271186440678,27.377118644067796,1.12,0.6410183320423964,0.7876195966216666,34.40001133694802,54.28,144.8
107,2023-02-02,10:47:00,614.9291,152.9893,748.2224,754.5084745762713,83.94067796610169,79.59745762711864,24.635593220338983,27.521186440677965,1.12,0.7103612199021813,0.7804596023711883,34.194447628533126,54.16,145
108,2023-02-02,10:48:00,658.738,142.1392,840.4129,885.7508474576271,85.98728813559322,81.41525423728814,25.029661016949152,27.661016949152543,1.12,0.6372605437188441,0.7403731596377547,33.98942335014108,54.03,145.3
109,2023-02-02,10:49:00,553.1238,159.3358,636.7405,885.0694915254238,86.52118644067797,82.70762711864407,25.216101694915253,27.885593220338983,1.12,0.5320628547555762,0.722890638092328,33.78494841401025,53.91,145.5
110,2023-02-02,10:50:00,633.6222,137.7738,804.2794,860.4355932203392,88.55508474576271,83.97457627118644,25.10593220338983,28.14830508474576,1.12,0.6576196674872049,0.7804030276649047,33.58103294617776,53.79,145.8
111,2023-02-02,10:51:00,651.288,130.7593,840.6661,864.5491525423728,88.59322033898304,85.0635593220339,25.093220338983052,28.360169491525422,1.12,0.5044069494707005,0.7794792951497297,33.377687291351464,53.67,146.1
112,2023-02-02,10:52:00,635.8143,111.1952,845.2573,861.0423728813561,90.96610169491525,84.57203389830508,24.39830508474576,28.199152542372882,1.12,0.9176838029841928,0.764487802190116,33.174922017874536,53.54,146.3
113,2023-02-02,10:53:00,630.1451,102.4204,847.4076,851.2016949152543,91.0,87.0,25.588983050847457,29.66949152542373,1.12,0.5808973415148794,0.7593908263590886,32.97274792278306,53.42,146.6
114,2023-02-02,10:54:00,630.9315,99.66257,850.6037,865.5881355932203,92.0,88.0,25.35169491525424,29.923728813559322,1.12,0.5713887549780604,0.7598168139240973,32.771176036955765,53.3,146.8
115,2023-02-02,10:55:00,634.3821,101.6653,849.6038,866.4966101694915,93.0,89.0,24.720338983050848,30.093220338983052,1.12,0.570938669156318,0.760099625276577,32.570217630355685,53.19,147.1
116,2023-02-02,10:56:00,634.9033,100.4369,849.5989,866.8254237288137,95.57203389830508,93.0,25.016949152542374,29.991525423728813,1.12,0.36730684354236137,0.7564086983024141,32.36988421736255,53.07,147.3
117,2023-02-02,10:57:00,631.6725,96.05493,850.6896,867.4508474576271,97.80084745762711,94.0,25.440677966101696,30.29237288135593,1.12,0.5426509625955079,0.7526259950607378,32.17018756219524,52.95,147.6
118,2023-02-02,10:58:00,631.976,94.47429,851.4472,868.6627118644068,98.7457627118644,96.73728813559322,25.372881355932204,30.377118644067796,1.12,0.2865069809970326,0.7443337779748213,31.971139684422376,52.84,147.9
119,2023-02-02,10:59:00,621.0895,94.60336,832.1436,869.157627118644,100.40254237288136,94.97457627118644,25.559322033898304,30.677966101694917,1.12,0.7738457642517728,0.7452590478519668,31.772752864559944,52.72,148.1
120,2023-02-02,11:00:00,636.8476,92.32473,857.611,870.7864406779661,100.6864406779661,97.67796610169492,25.427966101694917,30.720338983050848,1.12,0.4282978933077527,0.7536795081640315,31.57503964975363,52.61,148.4
121,2023-02-02,11:01:00,638.6238,90.92666,859.953,876.7593220338982,102.17372881355932,97.67796610169492,25.838983050847457,31.127118644067796,1.12,0.6358225642374544,0.7536507193225027,31.37801285954351,52.49,148.7
122,2023-02-02,11:02:00,640.0898,90.30283,861.7607,878.2440677966101,102.83050847457628,99.22881355932203,26.059322033898304,31.423728813559322,1.12,0.5086928525411036,0.7533742606085934,31.18168559170864,52.38,148.9
123,2023-02-02,11:03:00,641.4142,90.55748,861.64,880.171186440678,103.91525423728814,99.83050847457628,26.0635593220339,31.588983050847457,1.12,0.5758114751195187,0.7524901632555407,30.986071228188035,52.27,149.2
124,2023-02-02,11:04:00,641.8113,90.716,858.0231,881.0355932203389,104.84322033898304,101.0,26.11864406779661,32.029661016949156,1.12,0.5414190321336555,0.7519295301040889,30.791183441074967,52.16,149.5
125,2023-02-02,11:05:00,643.6508,90.73591,859.1485,882.2898305084747,105.84745762711864,101.78389830508475,26.338983050847457,32.36440677966102,1.12,0.5718168505173807,0.7509471403392037,30.59703619868001,52.05,149.7
